eagle,bird,truck,vehicle,truck,van,truck,alarm,truck,measure,truck,travel
literature,novel,music,song,music,art,music,science,music,poetry,music,dance
vegetable,corn,insect,bumblebee,canoe,paddle,apple,fruit,core,apple,tree,leaf
Venus,planet,soda,beverage,soda,fizz,soda,food,soda,carbonated,soda,cup
color,pink,emotion,happiness,dream,nightmare,quiet,loud,squirrel,animal,fish,scale
ice,solid,water,liquid,soda,bubbles,finger,hand,computer,television,brick,wall
purple,lavender,red,crimson,orange,carrot,green,checkered,black,white,yellow,sun
carrot,vegetable,human,mammal,lizard,fish,whale,amphibian,koala,eucalyptus,kitten,canine
crocodile,reptile,penguin,bird,penguin,fish,penguin,egg,penguin,bird of prey,penguin,arctic
dinosaur,brontosaurus,cat,leopard,cat,zoo,cat,tyrannosaurus,cat,nocturnal,cat,aquatic
daisy,flower,lollipop,candy,computer,website,puppy,bark,headphones,music,east,west
dairy,flower,oak,tree,pinecone,tree,sail,sailboat,floor,carpet,duster,dust
tea,beverage,library,building,zebra,stripes,rain,downpour,tennis,racket,nail,hammer
shark,predator,mouse,prey,mouse,fields,mouse,hunter,mouse,tails,mouse,tiny
lunch,meal,baseball,sport,drink,thirsty,cook,food,race,run,kitchen,house
speed,athlete,wit,comedian,corruption,judge,education,machine,microscope,farmer,strength,dentist
zebra,animal,rose,flower,plant,tree,sleep,light,face,nose,rain,sun
red,color,eighteen,number,eighteen,paint,eighteen,seventeen,eighteen,blue,eighteen,math
Monday,day,October,month,October,year,October,December,October,week,October,Halloween
hammer,tool,snake,reptile,snake,slimy,snake,worm,snake,fish,snake,zoo
country,Brazil,building,barn,building,tools,building,construction,building,bedroom,building,architect
sheep,animal,banana,fruit,flock,bird,leaf,tree,wool,sheep,chair,house
country,United States,capital,"Washington, D.C.",Mexico,Canada,town,city,ocean,continent,Los Angeles,New York
artist,painter,vegetable,broccoli,book,movie,painting,sculpture,fruit,tree,Leonardo da Vinci,Mona Lisa
year,2015,month,September,date,month,time,watch,1999,2000,January,February
denim,fabric,copper,metal,copper,book,copper,liquid,copper,animal,copper,university
apple,fruit,toaster,appliance,monkey,appliance,teacher,appliance,magician,appliance,doctor,appliance
arson,crime,canoe,boat,sailing,boat,ballad,boat,swimming,boat,kitten,boat
cocktail,drink,dollar,currency,guests,currency,cheeseburger,currency,food,currency,party,currency
cougar,cat,hyena,dog,bark,dog,loyal,dog,shark,dog,giraffe,dog
diamond,gemstone,cheddar,cheese,cheddar,cow,cheddar,farm,cheddar,eat,cheddar,ruby
melon,fruit,diamond,jewel,diamond,healthy,diamond,shiny,diamond,delicious,diamond,expensive
baseball,sport,fable,story,pitcher,story,bat,story,writing,story,author,story
lunch,meal,kidney,organ,kidney,sandwich,kidney,person,kidney,body,kidney,dinner
frog,amphibian,cow,mammal,cow,horse,cow,reptile,cow,fish,cow,bird
football,sport,banana,fruit,eat,fruit,fridge,fruit,tennis,fruit,catch,fruit
dictionary,words,magazine,articles,magazine,bookmarks,magazine,books,magazine,colors,magazine,photography
minute,hour,century,millennium,weekend,weekday,week,day,year,month,millisecond,macrosecond
bicycle,handlebars,car,steering wheel,car,brakes,car,radio,car,wheels,car,cup holder
month,year,second,minute,cow,calf,noise,silence,child,adult,sage,page
snake,scales,tree,bark,tree,flower,tree,grass,tree,nest,tree,fur
bear,claw,man,nail,glass,lens,big,small,high,low,water,pool
guitar,strings,piano,keys,piano,music,piano,sound,piano,fingers,piano,percussion
door knob,door,key,lock,rain,rainbow,pane,window,water,glass,chair,table
wave,ocean,branch,tree,bird,nest,fly,bird,ground,dirt,kettle,tea
sailboat,sail,mop,handle,antique,old,conversation,interruption,insistence,stubbornness,bristle,toothbrush
hands,fingers,feet,toes,feet,toenails,feet,elbows,feet,ears,feet,fingernails
knee,leg,elbow,arm,elbow,feet,elbow,hold,elbow,hand,elbow,catch
letter,words,word,sentence,word,write,word,paper,word,painting,word,typewriter
sentences,letters,songs,notes,songs,instruments,songs,musicians,songs,sound,songs,pages
magazine,article,book,chapter,essay,computer,homework,student,pen,paper,journalist,interview
wheel,car,garage,house,driveway,highway,house,laundry,seatbelt,glove compartment,towel,razor
sailboat,mast,airplane,wing,passenger,car,skateboard,roller blades,bike,road,train,track
light bulb,lamp,page,book,lamp,outlet,room,door,light,dark,chair,book
centaur,horse,mermaid,fish,mermaid,sailor,mermaid,magic,mermaid,woman,mermaid,ocean
loaf,bread,bunch,grapes,apples,grapes,toast,grapes,fruit,grapes,healthy,grapes
leaf,plant,tail,dog,pet,dog,tree,dog,tail,dog,loyal,dog
part,whole,minute,hour,a few,most,dark,night,light,dark,cup,gallon
smile,happy,frown,sad,frown,laugh,frown,joke,frown,silence,frown,loud
anger,yell,sorrow,cry,joy,sob,tiredness,sing,happiness,sleep,frustration,congratulate
exhausted,sleep,famished,eat,famished,relax,famished,laugh,famished,drink,famished,run
sad,frown,happy,smile,happy,cry,happy,ecstatic,happy,face,happy,pout
crisis,disaster,hope,optimism,hope,despair,hope,defeatism,hope,pessimism,hope,longing
noise,startle,lullaby,soothe,boot,shoe,pirate,treasure,toothbrush,toothpaste,please,gift
punch,pain,embrace,comfort,embrace,shame,embrace,frustration,embrace,exhaustion,embrace,bewilderment
yawn,tired,smile,happy,wooden,floor,party,cake,soup,spoon,teeth,mouth
alter,altar,cannon,canon,ale,mail,buy,bought,paper,stack,hole,fill
tutor,tutor,phone,phone,sun,song,teacher,teach,flog,fog,driver,drive
